5,3
98,art permanent revolution
608,being elmo puppeteer's journey
"1,272,643",salmon fishing yemen
"38,931",sea rex 3d journey prehistoric world
"133,968",chronicle 2012
"1,001,906",act valor
"279,599",artist
"61,399",grey
"330,240",vow
"37,287",one money
"96,060",big miracle
"902,587",thousand words
612,falling away
"14,830,066",21 jump street
"8,464",muppets
"305,672",ghost rider spirit vengeance
"59,764",red tails
"417,645",means war
"60,649",war horse
"7,784,645",dr seuss lorax
"206,481",alvin chipmunks chipwrecked
"58,551,063",hunger games
"810,388",journey 2 mysterious island
630,understudy
"780,050",safe house
"18,132,085",mirror mirror
"107,207",mission impossible ghost protocol
"33,457,188",wrath titans
"2,029,500",john carter
813,attenberg
900,bride wore black 2011 re release
933,sholem aleichem laughing darkness
956,around june
987,ranchero
"1,013",starry starry night
"1,380",i kissed vampire
100,devil probably 2012 re release
"1,458",beat hotel
"1,481",turin horse
"1,500",t rex back cretaceous imax
"1,532",sing your song
"1,639",once upon time anatolia
"1,670",love 2012
"1,721",addiction incorporated
"1,892",fp
"2,018",le havre
"2,106",sedona
246,windfall
"2,160",trouble bliss
"2,227",trip moon extraordinary voyage
"2,971",4 44 last day earth
"3,077",free men
"3,113",forgiveness blood
"3,139",carnage 2011
"3,438",let bullets fly
"3,683",natural selection
"3,775",come america
"3,852",ice
277,khodorkovsky
"3,871",seeking justice
"4,568",tim eric's billion dollar movie
"5,493",deep sea 3d imax
"5,531",women 6th floor
"6,700",long day closes 2012 re release
"6,718",flowers war
"7,252",my week marilyn
"7,885",dangerous method
"10,145",turn me dammit
"10,625",musical chairs
338,fairy
"11,394",gerhard richter painting
"13,635",rampart
"13,998",island president
"16,851",boy 2012
"17,175",detachment
"18,245",coriolanus
"19,148",w.e
"20,020",chico rita
"22,486",albert nobbs
"24,068",thin ice
392,kung fu joe
"24,118",salt life
"24,180",star wars episode i phantom menace 3d
"26,306",space station 3 d imax
"28,097",under sea 3d
"28,340",monumental search america's national treasure
"31,734",undefeated 2012
"34,179",gone
"37,776",sherlock holmes game shadows
"40,746",intruders
"42,268",being flynn
507,reuniting rubins
"43,161",pina
"44,576",darkness
"49,076",goon
"67,401",we need talk about kevin
"69,912",hubble 3d
"74,225",wanderlust
"76,443",beauty beast 3d
"87,802",descendants
"91,233",love buff
"103,875",born wild imax
536,losing control
"104,800",secret world arrietty
"108,224",we bought zoo
"116,472",bully 2012
"119,644",agent vinod
"129,704",hugo
"135,302",kid bike
"154,013",woman black
"164,409",deep blue sea
"176,172",silent house
"181,934",iron lady
538,sound noise
"193,541",jiro dreams sushi
"220,793",separation
"240,182",footnote
"269,905",tyler perry's good deeds
"270,496",raid redemption
"460,026",friends kids
"589,456",casa de mi padre
"677,952",jeff who lives home
"771,408",october baby 2012
"807,236",project x
weekend gross,title click view
